,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,APPROVAL_STATUS,AGE,EMPLOYEE_FROM_YEARS
21157,5114132,1,1,1,0,135000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,57,10
21158,5114133,1,1,1,0,135000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,57,10
21159,5114134,1,1,1,0,135000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,57,10
21160,5114135,1,1,1,0,135000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,57,10
21161,5114136,1,1,1,0,135000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,57,10
21162,5114137,1,1,1,0,135000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,57,10
21163,5090164,1,1,0,0,112500.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,51,1
21164,5090167,1,1,0,1,225000.0,Working,Higher education,Single ,House ,0,0,0,2.0,0.0,29,1
21165,5090168,1,1,0,0,148500.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,64,-1001
21166,5090169,1,0,0,0,211500.0,Working,Higher education,Married,House ,0,0,0,2.0,0.0,28,7
21167,5090171,1,1,0,0,315000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,53,-1001
21168,5090172,1,1,0,0,166500.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,47,0
21169,5090173,1,1,0,0,333000.0,Working,Secondary ,Civil marriage,House ,0,1,1,2.0,0.0,53,1
21170,5090177,1,0,0,2,72000.0,Working,Higher education,Married,House ,0,0,1,4.0,0.0,28,5
21171,5090178,1,0,0,0,112500.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,40,1
21172,5090179,0,0,0,0,378000.0,Commercial associate,Secondary ,Separated,House ,0,1,0,1.0,0.0,50,7
21173,5090180,0,0,0,0,378000.0,Commercial associate,Secondary ,Separated,House ,0,1,0,1.0,0.0,50,7
21174,5090181,1,1,0,0,360000.0,Working,Secondary ,Widow,House ,0,1,0,1.0,0.0,56,20
21175,5090182,1,1,0,0,180000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,60,-1001
21176,5090183,1,1,0,0,126000.0,Pensioner,Secondary ,Single ,House ,0,0,0,1.0,0.0,64,-1001
21177,5090184,0,0,1,0,202500.0,Pensioner,Secondary ,Married,House ,0,1,0,2.0,0.0,46,-1001
21178,5090185,1,0,0,0,225000.0,Pensioner,Secondary ,Civil marriage,House ,0,0,0,2.0,0.0,63,-1001
21179,5090186,0,0,0,0,450000.0,Pensioner,Higher education,Married,House ,0,0,0,2.0,0.0,64,-1001
21180,5090187,1,1,0,0,99000.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,53,4
21181,5090188,1,1,1,1,157500.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,33,3
21182,5090189,1,1,0,0,193500.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,64,1
21183,5090190,1,0,1,0,121500.0,State servant,Higher education,Married,House ,0,1,0,2.0,0.0,54,13
21184,5090192,1,1,1,0,54000.0,Pensioner,Secondary ,Widow,House ,0,1,0,1.0,0.0,59,-1001
21185,5090193,1,0,1,0,157500.0,Working,Secondary ,Married,House ,1,0,0,2.0,0.0,39,2
21186,5090195,0,0,1,0,90000.0,Working,Secondary ,Single ,With parents,0,1,0,1.0,0.0,27,1
21187,5090196,0,0,0,0,135000.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,59,2
21188,5090197,1,1,0,0,112500.0,Working,Higher education,Married,House ,0,0,0,2.0,0.0,29,2
21189,5090199,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21190,5114342,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21191,5114343,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21192,5114344,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21193,5114345,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21194,5114346,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21195,5114348,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21196,5114349,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21197,5114350,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21198,5114351,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21199,5114352,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21200,5114354,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21201,5114355,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21202,5114356,0,0,1,0,180000.0,Commercial associate,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,26,8
21203,5090200,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21204,5114402,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21205,5114403,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21206,5114404,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21207,5114405,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21208,5114407,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21209,5114408,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21210,5114409,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21211,5114410,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21212,5114411,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21213,5114412,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21214,5114413,1,1,1,0,157500.0,State servant,Higher education,Married,House ,1,1,0,2.0,0.0,31,2
21215,5090201,1,1,1,0,56250.0,Pensioner,Secondary ,Married,Office apartment,0,0,0,2.0,0.0,59,-1001
21216,5114460,1,1,1,0,56250.0,Pensioner,Secondary ,Married,Office apartment,0,0,0,2.0,0.0,59,-1001
21217,5114461,1,1,1,0,56250.0,Pensioner,Secondary ,Married,Office apartment,0,0,0,2.0,0.0,59,-1001
21218,5114462,1,1,1,0,56250.0,Pensioner,Secondary ,Married,Office apartment,0,0,0,2.0,0.0,59,-1001
21219,5090203,0,1,0,1,119250.0,Commercial associate,Secondary ,Married,House ,1,1,0,3.0,0.0,25,0
21220,5090205,1,1,0,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,45,0
21221,5090206,1,1,0,1,238500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,33,10
21222,5090209,1,1,0,0,247500.0,Commercial associate,Higher education,Single ,House ,0,0,0,1.0,0.0,40,4
21223,5090210,1,1,0,1,216000.0,Working,Secondary ,Married,House ,0,0,1,3.0,0.0,39,1
21224,5090213,1,0,0,1,225000.0,Working,Secondary ,Separated,House ,0,1,1,2.0,0.0,39,10
21225,5090216,0,0,0,0,135000.0,Working,Secondary ,Married,House ,0,0,0,2.0,1.0,29,0
21226,5090217,1,0,0,0,810000.0,Commercial associate,Incomplete higher,Married,House ,0,0,0,2.0,0.0,42,17
21227,5090220,1,1,1,0,202500.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,48,6
21228,5090221,1,1,0,0,247500.0,Working,Secondary ,Widow,House ,0,1,0,1.0,0.0,59,1
21229,5090222,1,1,0,0,112500.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,54,-1001
21230,5090223,1,1,1,0,225000.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,57,25
21231,5090224,1,1,1,0,112500.0,Working,Secondary ,Married,House ,1,0,0,2.0,0.0,31,6
21232,5090225,0,0,1,0,135000.0,Working,Secondary ,Single ,Rented apartment,1,1,0,1.0,0.0,28,2
21233,5090226,1,0,0,1,90000.0,Working,Secondary ,Married,House ,0,1,0,3.0,0.0,33,3
21234,5090227,1,1,0,0,157500.0,Working,Higher education,Married,House ,0,0,1,2.0,0.0,29,4
21235,5090229,1,1,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,1,0,2.0,0.0,30,2
21236,5090230,0,1,1,0,315000.0,Pensioner,Higher education,Married,House ,0,0,0,2.0,0.0,41,-1001
21237,5090231,0,0,1,0,225000.0,Working,Higher education,Married,House ,0,1,0,2.0,0.0,32,2
21238,5090232,1,1,0,0,135000.0,Working,Secondary ,Widow,House ,0,0,0,1.0,0.0,60,25
21239,5090234,1,1,0,0,225000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,46,8
21240,5090235,1,1,0,0,135000.0,Pensioner,Higher education,Married,House ,0,1,0,2.0,0.0,64,-1001
21241,5090236,0,0,0,2,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,4.0,0.0,42,9
21242,5090237,1,0,0,0,157500.0,Working,Higher education,Married,House ,0,0,0,2.0,0.0,62,15
21243,5090238,1,1,0,2,135000.0,Working,Higher education,Married,House ,1,1,1,4.0,0.0,40,0
21244,5090239,1,1,1,0,58500.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,61,-1001
21245,5090240,1,1,1,0,58500.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,61,-1001
21246,5090241,1,0,0,0,135000.0,Pensioner,Secondary ,Married,House ,0,1,0,2.0,0.0,63,-1001
21247,5090244,1,1,1,0,405000.0,Working,Secondary ,Single ,House ,0,0,0,1.0,0.0,53,9
21248,5090245,1,1,0,0,112500.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,37,15
21249,5090247,1,0,0,1,189000.0,Commercial associate,Secondary ,Married,House ,0,0,0,3.0,0.0,51,13
21250,5090249,0,0,0,0,315000.0,Commercial associate,Higher education,Married,House ,1,1,0,2.0,0.0,40,10
21251,5090250,0,0,0,0,315000.0,Commercial associate,Higher education,Married,House ,1,1,0,2.0,0.0,40,10
21252,5090251,0,0,0,0,315000.0,Commercial associate,Higher education,Married,House ,1,1,0,2.0,0.0,40,10
21253,5090253,1,1,1,0,135000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,33,8
21254,5090254,0,0,0,0,180000.0,Working,Secondary ,Married,House ,1,0,0,2.0,0.0,55,22
21255,5090255,0,0,0,0,180000.0,Working,Secondary ,Married,House ,1,0,0,2.0,0.0,55,22
21256,5090257,0,0,0,0,157500.0,Commercial associate,Secondary ,Married,House ,0,1,0,2.0,0.0,33,7
21257,5090258,1,1,0,0,45000.0,Working,Secondary ,Married,Rented apartment,0,0,0,2.0,0.0,54,2
21258,5090260,1,0,0,1,630000.0,Working,Higher education,Married,House ,0,1,1,3.0,0.0,51,17
21259,5090262,1,1,0,0,225000.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,49,0
21260,5090263,1,1,0,0,81000.0,Working,Secondary ,Civil marriage,House ,0,1,1,2.0,0.0,49,13
21261,5090264,1,1,0,0,117000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,43,24
21262,5090265,1,0,1,0,135000.0,Commercial associate,Higher education,Married,House ,0,0,0,2.0,0.0,54,33
21263,5090266,1,1,0,0,180000.0,Working,Higher education,Single ,House ,0,0,0,1.0,0.0,42,24
21264,5090267,1,1,0,0,126000.0,Pensioner,Secondary ,Married,House ,0,1,0,2.0,0.0,60,-1001
21265,5090269,0,1,1,0,247500.0,Commercial associate,Secondary ,Married,Municipal apartment,0,1,0,2.0,0.0,34,3
21266,5090270,0,0,0,2,157500.0,Commercial associate,Secondary ,Married,House ,0,0,0,4.0,0.0,29,0
21267,5114568,0,0,0,2,157500.0,Commercial associate,Secondary ,Married,House ,0,0,0,4.0,0.0,29,0
21268,5114569,0,0,0,2,157500.0,Commercial associate,Secondary ,Married,House ,0,0,0,4.0,0.0,29,0
21269,5114570,0,0,0,2,157500.0,Commercial associate,Secondary ,Married,House ,0,0,0,4.0,0.0,29,0
21270,5114573,0,0,0,2,157500.0,Commercial associate,Secondary ,Married,House ,0,0,0,4.0,0.0,29,0
21271,5090271,1,1,0,0,202500.0,Pensioner,Secondary ,Single ,House ,0,0,0,1.0,0.0,58,-1001
21272,5090273,0,0,0,1,112500.0,Commercial associate,Secondary ,Married,House ,0,0,0,3.0,0.0,42,8
21273,5090275,1,0,0,1,292500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,34,9
21274,5113176,1,0,0,1,292500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,34,9
21275,5090276,1,1,1,1,81000.0,State servant,Higher education,Married,With parents,0,0,0,3.0,0.0,32,6
21276,5113194,1,1,1,1,81000.0,State servant,Higher education,Married,With parents,0,0,0,3.0,0.0,32,6
21277,5113195,1,1,1,1,81000.0,State servant,Higher education,Married,With parents,0,0,0,3.0,0.0,32,6
21278,5113196,1,1,1,1,81000.0,State servant,Higher education,Married,With parents,0,0,0,3.0,0.0,32,6
21279,5090277,0,1,0,3,135000.0,Pensioner,Secondary ,Married,House ,0,0,0,5.0,0.0,41,-1001
21280,5090278,1,1,0,1,193500.0,State servant,Higher education,Civil marriage,House ,0,0,1,3.0,0.0,35,2
21281,5090279,0,0,0,0,315000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,44,12
21282,5090280,0,0,0,0,315000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,44,12
21283,5090281,0,0,0,0,315000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,44,12
21284,5090286,0,1,1,1,292500.0,State servant,Secondary ,Married,Office apartment,0,0,0,3.0,0.0,44,13
21285,5090287,0,0,1,2,450000.0,Commercial associate,Secondary ,Married,House ,0,0,0,4.0,0.0,45,11
21286,5090288,0,0,1,2,450000.0,Commercial associate,Secondary ,Married,House ,0,0,0,4.0,0.0,45,11
21287,5090289,1,0,0,1,315000.0,Pensioner,Secondary ,Married,House ,0,1,0,3.0,0.0,55,-1001
21288,5090291,1,1,0,0,225000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,38,2
21289,5090292,1,1,0,0,202500.0,Working,Secondary ,Married,House ,1,0,0,2.0,0.0,42,2
21290,5090293,1,1,0,0,202500.0,Working,Secondary ,Married,House ,1,0,0,2.0,0.0,42,2
21291,5090297,0,0,0,0,292500.0,Pensioner,Secondary ,Single ,House ,0,0,0,1.0,0.0,54,-1001
21292,5090298,0,0,0,0,292500.0,Pensioner,Secondary ,Single ,House ,0,0,0,1.0,0.0,54,-1001
21293,5090299,0,1,0,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,1,2.0,0.0,43,1
21294,5090300,0,1,0,0,90000.0,Commercial associate,Secondary ,Married,House ,0,0,1,2.0,0.0,29,2
21295,5090301,0,1,0,0,90000.0,Commercial associate,Secondary ,Married,House ,0,0,1,2.0,0.0,29,2
21296,5090302,1,1,0,0,405000.0,Commercial associate,Secondary ,Married,House ,0,0,1,2.0,0.0,47,13
21297,5090305,1,1,0,0,180000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,56,-1001
21298,5090308,1,1,0,0,180000.0,Commercial associate,Higher education,Single ,House ,0,0,1,1.0,0.0,49,4
21299,5090309,1,0,0,0,360000.0,Commercial associate,Secondary ,Married,House ,0,1,0,2.0,0.0,64,3
21300,5090310,0,0,0,0,135000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,67,-1001
21301,5090311,1,0,0,0,162000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,60,41
21302,5090312,1,1,0,0,180000.0,Pensioner,Secondary ,Married,House ,0,1,0,2.0,0.0,59,-1001
21303,5090313,1,1,0,0,202500.0,Working,Secondary ,Married,House ,1,0,0,2.0,0.0,38,7
21304,5090314,1,1,0,0,99000.0,Pensioner,Secondary ,Widow,House ,0,1,0,1.0,0.0,62,-1001
21305,5090316,1,1,0,0,427500.0,Working,Higher education,Married,House ,1,0,0,2.0,0.0,54,9
21306,5090317,1,0,1,0,675000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,45,19
21307,5090318,0,1,0,0,180000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,63,14
21308,5090319,1,0,0,0,450000.0,Pensioner,Academic degree,Civil marriage,House ,0,1,0,2.0,0.0,59,-1001
21309,5090320,1,1,0,0,180000.0,Commercial associate,Higher education,Single ,House ,0,0,0,1.0,0.0,30,5
21310,5090321,1,1,0,1,202500.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,52,2
21311,5090324,0,0,0,2,135000.0,Working,Higher education,Married,House ,0,0,1,4.0,0.0,36,16
21312,5090325,1,1,0,0,180000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,59,-1001
21313,5090326,1,1,0,0,180000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,59,-1001
21314,5090328,1,1,0,0,135000.0,Working,Secondary ,Married,Municipal apartment,0,0,0,2.0,0.0,45,6
21315,5090331,1,1,0,0,90000.0,Pensioner,Secondary ,Married,House ,0,1,0,2.0,0.0,63,-1001
21316,5090333,1,1,0,0,81000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,59,-1001
21317,5090334,1,1,1,2,67500.0,State servant,Secondary ,Married,House ,0,0,1,4.0,0.0,28,5
21318,5090335,1,0,0,0,144000.0,Commercial associate,Secondary ,Civil marriage,House ,1,1,0,2.0,0.0,35,10
21319,5090336,1,1,0,0,76500.0,Pensioner,Higher education,Married,House ,0,0,0,2.0,0.0,65,-1001
21320,5090337,1,1,0,0,157500.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,46,5
21321,5090338,0,0,0,0,180000.0,Commercial associate,Secondary ,Civil marriage,Rented apartment,0,0,1,2.0,0.0,27,4
21322,5090340,1,0,0,0,135000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,38,14
21323,5090341,1,1,0,0,202500.0,Commercial associate,Higher education,Married,House ,0,1,0,2.0,0.0,48,15
21324,5090342,1,1,0,0,202500.0,Commercial associate,Higher education,Married,House ,0,1,0,2.0,0.0,48,15
21325,5090343,1,1,0,0,85500.0,Working,Higher education,Married,House ,0,1,0,2.0,0.0,40,8
21326,5090344,1,1,0,0,85500.0,Working,Higher education,Married,House ,0,1,0,2.0,0.0,40,8
21327,5090345,1,1,0,0,270000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,54,2
21328,5090346,1,0,0,0,72000.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,56,27
21329,5090347,1,1,1,0,67500.0,Working,Secondary ,Widow,House ,0,0,0,1.0,0.0,53,6
21330,5090348,1,0,1,0,247500.0,Working,Secondary ,Separated,House ,0,0,0,1.0,0.0,37,5
21331,5114642,1,0,1,0,247500.0,Working,Secondary ,Separated,House ,0,0,0,1.0,0.0,37,5
21332,5114643,1,0,1,0,247500.0,Working,Secondary ,Separated,House ,0,0,0,1.0,0.0,37,5
21333,5114644,1,0,1,0,247500.0,Working,Secondary ,Separated,House ,0,0,0,1.0,0.0,37,5
21334,5114645,1,0,1,0,247500.0,Working,Secondary ,Separated,House ,0,0,0,1.0,0.0,37,5
21335,5090350,0,1,0,0,112500.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,52,16
21336,5090351,0,1,0,0,112500.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,52,16
21337,5090352,1,1,0,0,180000.0,Pensioner,Secondary ,Single ,House ,0,0,0,1.0,0.0,59,-1001
21338,5090353,1,1,0,0,225000.0,Working,Higher education,Married,House ,0,1,0,2.0,0.0,32,2
21339,5090354,1,1,0,1,121500.0,Commercial associate,Secondary ,Civil marriage,House ,0,0,0,3.0,0.0,42,1
21340,5090355,1,1,0,1,121500.0,Commercial associate,Secondary ,Civil marriage,House ,0,0,0,3.0,0.0,42,1
21341,5090356,1,0,0,0,135000.0,Commercial associate,Secondary ,Married,House ,1,0,0,2.0,0.0,32,3
21342,5090360,1,1,1,0,112500.0,Working,Secondary ,Married,With parents,1,1,0,2.0,0.0,27,4
21343,5090361,1,1,1,0,135000.0,Working,Secondary ,Married,House ,0,0,1,2.0,0.0,26,1
21344,5090362,1,1,0,0,144000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,57,-1001
21345,5090363,1,1,0,0,67500.0,Working,Higher education,Married,House ,0,0,0,2.0,0.0,33,3
21346,5090364,0,0,0,0,78750.0,Pensioner,Higher education,Married,House ,0,1,0,2.0,0.0,57,-1001
21347,5090365,1,0,0,0,157500.0,State servant,Higher education,Married,House ,0,0,0,2.0,0.0,41,5
21348,5090366,1,0,1,1,135000.0,Working,Secondary ,Married,House ,0,1,0,3.0,0.0,32,1
21349,5090368,1,1,0,0,225000.0,Working,Secondary ,Civil marriage,House ,1,1,0,2.0,0.0,36,14
21350,5090369,1,1,0,0,225000.0,Working,Secondary ,Civil marriage,House ,1,1,0,2.0,0.0,36,14
21351,5090370,1,1,0,0,112500.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,48,18
21352,5090371,1,1,0,0,112500.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,48,18
21353,5090373,1,0,0,2,270000.0,State servant,Higher education,Married,House ,0,0,0,4.0,0.0,48,2
21354,5090374,1,0,0,2,270000.0,State servant,Higher education,Married,House ,0,0,0,4.0,0.0,48,2
21355,5090375,1,1,1,2,112500.0,State servant,Higher education,Married,House ,0,0,1,4.0,0.0,31,7
21356,5090377,1,1,0,0,112500.0,Pensioner,Lower secondary,Married,House ,0,0,0,2.0,0.0,65,-1001
21357,5090378,1,1,0,0,81000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,64,-1001
21358,5090380,1,1,0,0,540000.0,Working,Higher education,Married,House ,0,0,1,2.0,0.0,50,8
21359,5090381,1,1,0,0,171000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,58,15
21360,5090383,1,0,0,0,180000.0,Commercial associate,Secondary ,Married,House ,0,1,0,2.0,0.0,42,3
21361,5090386,1,1,0,0,247500.0,Commercial associate,Higher education,Single ,House ,0,0,0,1.0,0.0,59,37
21362,5090388,1,1,0,0,162000.0,Commercial associate,Secondary ,Married,House ,0,1,0,2.0,0.0,51,7
21363,5090389,1,1,0,2,175500.0,Commercial associate,Higher education,Married,House ,0,1,1,4.0,0.0,46,3
21364,5090390,0,0,0,0,180000.0,Working,Higher education,Civil marriage,House ,0,0,0,2.0,0.0,32,8
21365,5090391,0,1,0,0,256500.0,Pensioner,Secondary ,Married,House ,0,1,0,2.0,0.0,63,-1001
21366,5090392,1,0,0,0,112500.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,41,15
21367,5090396,1,1,0,0,112500.0,State servant,Higher education,Married,House ,0,0,1,2.0,0.0,37,10
21368,5113125,1,1,0,0,112500.0,State servant,Higher education,Married,House ,0,0,1,2.0,0.0,37,10
21369,5113126,1,1,0,0,112500.0,State servant,Higher education,Married,House ,0,0,1,2.0,0.0,37,10
21370,5090397,1,1,0,0,157500.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,64,-1001
21371,5090398,1,0,0,0,225000.0,Pensioner,Secondary ,Single ,House ,0,0,0,1.0,0.0,59,-1001
21372,5090399,1,0,0,0,225000.0,Pensioner,Secondary ,Single ,House ,0,0,0,1.0,0.0,59,-1001
21373,5090400,1,1,1,0,36000.0,Working,Secondary ,Married,With parents,1,0,0,2.0,0.0,39,1
21374,5090403,0,0,1,0,180000.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,31,3
21375,5090404,1,0,1,0,382500.0,Commercial associate,Higher education,Single ,House ,1,1,1,1.0,0.0,41,2
21376,5090405,1,0,1,0,382500.0,Commercial associate,Higher education,Single ,House ,1,1,1,1.0,0.0,41,2
21377,5090407,1,0,1,1,315000.0,Working,Higher education,Married,House ,1,1,1,3.0,0.0,39,2
21378,5090408,1,1,1,0,90000.0,Working,Secondary ,Married,House ,1,0,0,2.0,0.0,40,4
21379,5090413,1,1,1,0,99000.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,28,6
21380,5090414,1,0,1,0,216000.0,Working,Secondary ,Single ,House ,1,1,0,1.0,0.0,54,27
21381,5090415,1,0,1,0,216000.0,Working,Secondary ,Single ,House ,1,1,0,1.0,0.0,54,27
21382,5090416,1,0,1,0,216000.0,Working,Secondary ,Single ,House ,1,1,0,1.0,0.0,54,27
21383,5090417,1,0,1,0,112500.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,59,-1001
21384,5090419,1,1,1,0,180000.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,42,6
21385,5090421,1,1,1,0,121500.0,Pensioner,Higher education,Separated,House ,0,0,0,1.0,0.0,55,-1001
21386,5090422,1,1,0,1,135000.0,Working,Secondary ,Single ,House ,0,0,1,2.0,0.0,39,3
21387,5090424,1,1,0,0,189000.0,Working,Secondary ,Single ,House ,0,0,0,1.0,0.0,47,17
21388,5090426,1,1,0,0,180000.0,Working,Secondary ,Civil marriage,House ,0,0,0,2.0,0.0,32,0
21389,5090427,1,1,0,0,252000.0,Commercial associate,Secondary ,Single ,House ,0,0,0,1.0,0.0,51,3
21390,5090428,1,0,1,3,450000.0,Commercial associate,Higher education,Married,Municipal apartment,0,1,0,5.0,0.0,37,4
21391,5090430,1,1,0,0,382500.0,Commercial associate,Secondary ,Civil marriage,House ,0,0,0,2.0,0.0,46,8
21392,5090432,1,1,1,0,148500.0,Working,Secondary ,Widow,Municipal apartment,0,0,0,1.0,0.0,64,7
21393,5090434,0,0,0,0,427500.0,Working,Secondary ,Civil marriage,House ,0,0,0,2.0,0.0,54,3
21394,5090435,1,1,0,0,225000.0,Commercial associate,Secondary ,Separated,House ,0,0,1,1.0,0.0,50,2
21395,5090436,1,1,0,0,90000.0,Pensioner,Secondary ,Single ,House ,0,0,0,1.0,0.0,53,-1001
21396,5090437,1,1,1,0,112500.0,Working,Secondary ,Married,Municipal apartment,1,0,0,2.0,0.0,59,16
21397,5090438,0,0,1,3,337500.0,Working,Secondary ,Married,House ,0,0,0,5.0,0.0,29,2
21398,5090441,1,1,0,0,112500.0,Pensioner,Secondary ,Civil marriage,House ,0,1,0,2.0,0.0,54,-1001
21399,5090442,0,1,0,0,90000.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,51,8
21400,5090444,0,0,0,0,270000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,55,1
21401,5090445,1,1,0,1,157500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,42,1
21402,5090447,0,1,0,0,427500.0,Commercial associate,Higher education,Single ,House ,0,1,1,1.0,0.0,43,11
